Παλαιά Ονομασία,Παραλλαγή Παλαιάς Ονομασίας,Νέα Ονομασία,Παραλλαγή Νέας Ονομασίας,Γεωγραφικό Διαμέρισμα,Νομός,Επαρχία,Φ.Ε.Κ.,Σχόλια,Latitude,Longitude
Ζαραφόνα,,Καλλιθέα,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΙΑΣ,ΛΑΚΕΔΑΙΜΟΝΟΣ,287/1955,,37.0898338,22.6427926
Αγόριανη,,Αγία Παρασκευή,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΒΟΙΩΤΙΑΣ,ΛΕΒΑΔΕΙΑΣ,54/1955,,38.3945818,22.983148
Αλαΐμπεης,,Φάρος,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΙΑΣ,ΛΑΚΕΔΑΙΜΟΝΟΣ,287/1955,,36.8741132,22.5616118
Τζαμάλιον,,Διόνυσος,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΒΟΙΩΤΙΑΣ,ΛΕΒΑΔΕΙΑΣ,54/1955,,38.5135973,22.9496421
Σκριπού,,Αθάμας,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΒΟΙΩΤΙΑΣ,ΛΕΒΑΔΕΙΑΣ,54/1955,,38.4933208,22.9797069
Σούρπη,,Ανάληψις,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΒΟΙΩΤΙΑΣ,ΛΕΒΑΔΕΙΑΣ,54/1955,,39.0,22.0
Γεραλίον,,Φάρος,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΕΥΒΟΙΑΣ,ΧΑΛΚΙΔΟΣ,287/1955,,38.3984076,23.6199394
Κουσκούνι,,Σωτήρας,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΙΑΣ,ΟΙΤΥΛΟΥ,287/1955,,36.6705234,22.3920484
Ραπενδόσα,,Δαφνούλα,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΒΟΙΩΤΙΑΣ,ΘΗΒΩΝ,287/1955,,39.0,22.0
Δρίτσια,Δρίτσα,Άρμα,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΒΟΙΩΤΙΑΣ,ΘΗΒΩΝ,54/1955,,38.350562,23.4857117
Καβάσιλα,,Πράσινον,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΒΟΙΩΤΙΑΣ,ΘΗΒΩΝ,54/1955,,38.1850402,23.5137959
Ούγγρα,,Υλίκη,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΕΥΒΟΙΑΣ,ΧΑΛΚΙΔΟΣ,54/1955,,38.4333345,23.3025137
Μαλιτσίνα,,Μέλισσα,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΙΑΣ,ΛΑΚΕΔΑΙΜΟΝΟΣ,287/1955,,36.8158683,22.4585027
Δόμβρενα,Δόμβραινα,Κορύνη,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΒΟΙΩΤΙΑΣ,ΘΗΒΩΝ,287/1955,"→ Δόμβρενα, → Δόμβραινα",39.0,22.0
Δαουτζά,,Πέρδικα,,ΘΕΣΣΑΛΙΑ,ΜΑΓΝΗΣΙΑΣ,ΑΛΜΥΡΟΥ,157/1955,,39.2474718,22.6222018
Χαϊδαρλίον,,Βράχος,,ΘΕΣΣΑΛΙΑ,ΜΑΓΝΗΣΙΑΣ,ΑΛΜΥΡΟΥ,157/1955,,39.0,22.0
Βαρσινίκος,,Ταϋγέτη,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΙΑΣ,ΛΑΚΕΔΑΙΜΟΝΟΣ,287/1955,,37.0625387,22.357172
Κελεμενίον,,Νεράιδα,,ΘΕΣΣΑΛΙΑ,ΜΑΓΝΗΣΙΑΣ,ΑΛΜΥΡΟΥ,157/1955,,39.1724337,22.6071217
Σπαήδες,Σπαΐδες,Ελεών,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΒΟΙΩΤΙΑΣ,ΘΗΒΩΝ,54/1955,,38.3635449,23.443341
Δαριμάρι,,Δάφνη,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΒΟΙΩΤΙΑΣ,ΘΗΒΩΝ,54/1955,,38.2412925,23.4183269
Τζίτζινα,Τσίντζινα,Πολύδροσον,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΙΑΣ,ΛΑΚΕΔΑΙΜΟΝΟΣ,287/1955,,37.1760823,22.5946287
Χέρσοβα,,Πύργος,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΛΑΚΩΝΙΑΣ,ΛΑΚΕΔΑΙΜΟΝΟΣ,287/1955,,36.5135924,22.393898322157995
Τοπόλοβα,,Αγία Παρασκευή,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΑΧΑΪΑΣ,ΠΑΤΡΩΝ,287/1955,,38.1353647,21.8318772
Μπινιαραίικα,,Νεοχώριον,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΑΧΑΪΑΣ,ΠΑΤΡΩΝ,287/1955,,39.0,22.0
Μπολότιον,Μπολιότιον,Χρυσαυγή,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΑΧΑΪΑΣ,ΠΑΤΡΩΝ,287/1955,,38.0505492,21.7755693
Μπούμπα,,Ελληνικόν,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΑΧΑΪΑΣ,ΠΑΤΡΩΝ,287/1955,,38.0327312,22.1109008
Δόλιανη,,Νέον Αμαρούσιον,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΔΩΔΩΝΗΣ,287/1955,→ Δόλιανη,39.8215134,20.9512317
Μπούκουρα,,Κρίνος,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΑΧΑΪΑΣ,ΠΑΤΡΩΝ,287/1955,,38.0663202,21.4993382
Δραγουμή,Δραγομή,Παλιουρή,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΔΩΔΩΝΗΣ,287/1955,,39.6966815,20.6334368
Μπαρδικώστας,,Κρυσταλλόβρυση,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΑΧΑΪΑΣ,ΠΑΤΡΩΝ,287/1955,,38.1453145,21.7965787
Προβίδια,,Άγιοι Απόστολοι,,ΗΠΕΙΡΟΣ,ΠΡΕΒΕΖΗΣ,ΝΙΚΟΠΟΛΕΩΣ-ΠΑΡΓΑΣ,287/1955,,39.3063807,20.801133
Μπούγα,,Ροδιά,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΑΧΑΪΑΣ,ΠΑΤΡΩΝ,287/1955,,38.2071161,22.153873
Κασνεσαίικα,,Καρυά,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΑΧΑΪΑΣ,ΠΑΤΡΩΝ,287/1955,,38.2103739,21.7907603
Τσιφλίκιον,,Άγιος Χαράλαμπος,,ΜΑΚΕΔΟΝΙΑ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΛΑΓΚΑΔΑ,157/1955,,40.579056,23.2306346
Γκουτσουλαίικα,,Λούρος,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΑΧΑΪΑΣ,ΠΑΤΡΩΝ,287/1955,,39.0,22.0
Καρμανταίικα,Χαρμανταίικα,Κεφαλόβρυσον,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΑΧΑΪΑΣ,ΠΑΤΡΩΝ,287/1955,,39.0,22.0
Μπιλιάριον,,Αγία Παρασκευή,,ΗΠΕΙΡΟΣ,ΠΡΕΒΕΖΗΣ,ΝΙΚΟΠΟΛΕΩΣ-ΠΑΡΓΑΣ,287/1955,,39.3040499,20.8901587
Κουτικάται,,Γερωπλάτανος,Γεροπλάτανος,ΗΠΕΙΡΟΣ,ΠΡΕΒΕΖΗΣ,ΝΙΚΟΠΟΛΕΩΣ-ΠΑΡΓΑΣ,287/1955,,39.3272445,20.9422281
Τηγάνιον,,Πυθαγόρειον,,ΝΗΣΟΙ ΑΙΓΑΙΟΥ,ΣΑΜΟΥ,ΣΑΜΟΥ,157/1955,,37.6974146,26.93538791756832
Τσαρακλιμάνι,,Παλιάμπελα,,ΗΠΕΙΡΟΣ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,287/1955,→ Καλλιθέα,39.0,22.0
Καρμοκολαίικα,,Δαφνούλα,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΑΧΑΪΑΣ,ΠΑΤΡΩΝ,287/1955,,38.0798897,21.7353681
Χαντζούρι,,Χαραυγή,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΑΧΑΪΑΣ,ΠΑΤΡΩΝ,287/1955,,37.9858767,21.5875767
Βάλτα,,Κασσάνδρα,,ΜΑΚΕΔΟΝΙΑ,ΧΑΛΚΙΔΙΚΗΣ,ΧΑΛΚΙΔΙΚΗΣ,287/1955,,40.1006787,23.6110858
Παλαιοκωσταίικα,,Ράχη,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΑΧΑΪΑΣ,ΠΑΤΡΩΝ,287/1955,,38.1096438,21.4861754
Προστοβίτσα,,Δροσιά,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΑΧΑΪΑΣ,ΠΑΤΡΩΝ,287/1955,,38.2327605,21.7448704
Τσιρίλοβον,,Άγιος Νικόλαος,,ΜΑΚΕΔΟΝΙΑ,ΚΑΣΤΟΡΙΑΣ,ΚΑΣΤΟΡΙΑΣ,287/1955,,40.5003993,21.3968649
Ζοντίλα,Ζωνδήλα Κουρέντων,Ζωοδόχος,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΔΩΔΩΝΗΣ,287/1955,,39.6921891,20.76413
Αραγόζενα,,Άλσος,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΑΧΑΪΑΣ,ΠΑΤΡΩΝ,287/1955,,38.2467919,21.9799423
Μέσα Γκερμπέσιον,Μέσα Γερμπέσιον,Μαύρον Όρος,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΑΧΑΪΑΣ,ΠΑΤΡΩΝ,287/1955,,39.0,22.0
Λιάπη,,Ιτέα,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΔΩΔΩΝΗΣ,287/1955,,39.7668761,21.0102083
Γκερμπεσαίικα,,Αγριλιά,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΑΧΑΪΑΣ,ΠΑΤΡΩΝ,287/1955,,38.1280408,21.7024615
Γλύζιανη,,Καταρράκτης,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΔΩΔΩΝΗΣ,287/1955,,39.7829863,20.6102076
Γκερμπεσαίικα,,Στεφάνη,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΑΧΑΪΑΣ,ΠΑΤΡΩΝ,287/1955,,38.1257951,21.6910236
Παλαιορόφορος,,Ωρωπός,,ΗΠΕΙΡΟΣ,ΠΡΕΒΕΖΗΣ,ΝΙΚΟΠΟΛΕΩΣ-ΠΑΡΓΑΣ,287/1955,,39.1521831,20.7370253
Κεράσοβον,,Κερασέα,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΔΩΔΩΝΗΣ,287/1955,,39.0,22.0
Τσαπλανέικα,,Θέα,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΑΧΑΪΑΣ,ΠΑΤΡΩΝ,287/1955,,38.1661968,21.7143864
Τσαπόγα,,Μαυροχώριον,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΑΧΑΪΑΣ,ΠΑΤΡΩΝ,287/1955,→ Πτέρη,39.0,22.0
Κηφισοχώριον,,Κάτω Τιθορέα,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΦΘΙΩΤΙΔΟΣ,ΛΟΚΡΙΔΟΣ,157/1955,← Καλύβια Βελίτσης,38.606657,22.7131872
Μικρή Πουλιάνα,Μικρή Πολιάνα,Μουριά,,ΘΕΣΣΑΛΙΑ,ΤΡΙΚΑΛΩΝ,ΤΡΙΚΑΛΩΝ,287/1955,,39.4894325,21.7180045
Πλόπιον,,Νέα Πεύκη,,ΘΕΣΣΑΛΙΑ,ΤΡΙΚΑΛΩΝ,ΤΡΙΚΑΛΩΝ,287/1955,,39.4691069,21.3654777
Χρούτσα,,Ροδινή,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΑΧΑΪΑΣ,ΠΑΤΡΩΝ,287/1955,,38.3051936,21.9025545
Φατήριον,,Κερασοχώριον,,ΗΠΕΙΡΟΣ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,287/1955,,39.0,22.0
Τραγουλάς,,Πρόδρομος,,ΝΗΣΟΙ ΑΙΓΑΙΟΥ,ΚΥΚΛΑΔΩΝ,ΠΑΡΟΥ,287/1955,,37.0513314,25.2384575
Αρδομίστα,,Λογγάδες,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΔΩΔΩΝΗΣ,287/1955,,39.6596027,20.9402342
Μοσπίνα,Μουσπίνα,Λύγγος,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΔΩΔΩΝΗΣ,287/1955,,39.610832,20.7310452
Δρεσθενά,,Σταυρός,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΑΧΑΪΑΣ,ΠΑΤΡΩΝ,287/1955,,38.2181475,22.0922917
Σαρπίον,Σαρπί,Καλλιθέα,,ΝΗΣΟΙ ΑΙΓΑΙΟΥ,ΛΕΣΒΟΥ,ΛΗΜΝΟΥ,287/1955,,39.0955306,26.5503804
Γορίτσα,,Καλλιθέα,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΚΟΝΙΤΣΗΣ,287/1955,,40.0090922,20.6887106
Σκάλα Νέου Ελευθεροχωρίου,,Όρμος Μεθώνης,,ΜΑΚΕΔΟΝΙΑ,ΠΙΕΡΙΑΣ,ΠΙΕΡΙΑΣ,157/1955,,39.0,22.0
Νέον Ελευθεροχώριον,,Μεθώνη,,ΜΑΚΕΔΟΝΙΑ,ΠΙΕΡΙΑΣ,ΠΙΕΡΙΑΣ,157/1955,,40.4461818,22.5877696
Καγιάνιον,,Ταξιάρχαι,,ΝΗΣΟΙ ΑΙΓΑΙΟΥ,ΛΕΣΒΟΥ,ΜΥΤΙΛΗΝΗΣ,287/1955,,39.06845,26.56975
Λουσέστιον,,Άγιος Ιωάννης,,ΚΡΗΤΗ,ΛΑΣΙΘΙΟΥ,ΜΙΡΑΜΠΕΛΛΟΥ,287/1955,,35.0526036,25.8455685
Τουρτούλοι,,Άγιος Γεώργιος,,ΚΡΗΤΗ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,287/1955,,35.1665626,25.4838861
Πεκλάρι,,Πηγή,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΚΟΝΙΤΣΗΣ,287/1955,,40.0681872,20.78548
Ζέρμα,,Πλαγιά,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΚΟΝΙΤΣΗΣ,287/1955,,40.2385221,20.9219238
Φικουλάζον,,Αμφιθέα,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΚΟΡΙΝΘΙΑΣ,ΚΟΡΙΝΘΙΑΣ,287/1955,,38.0576421,22.5344932
Κανένε,,Άγιος Σπυρίδων,,ΚΡΗΤΗ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,287/1955,,35.1126287,26.0816426
Νέα Κατούνα,,Νεοχώριον,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,287/1955,,39.0,22.0
Σβερδιά,,Δάφνη,,ΝΗΣΟΙ ΑΙΓΑΙΟΥ,ΛΕΣΒΟΥ,ΛΗΜΝΟΥ,287/1955,,39.37033635,26.17434029183884
Κάστρον,,Μύρινα,,ΝΗΣΟΙ ΑΙΓΑΙΟΥ,ΛΕΣΒΟΥ,ΛΗΜΝΟΥ,287/1955,,39.1698,26.24251
Λαχανόκαστρον,,Ωραιόκαστρον,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,287/1955,,39.0,22.0
Ρουκάκα,,Χρυσοπηγή,,ΚΡΗΤΗ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,287/1955,,35.1051241,25.9499766
Μισιριού,,Κρυονέριον,,ΚΡΗΤΗ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,287/1955,,35.1605474,26.1630976
Αραχωβίτσα,,Κεφαλόβρυσο,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΔΩΔΩΝΗΣ,287/1955,→ Λευκοθέα,40.0147043,20.5591847
Μαγκασάς,,Βρυσίδιον,,ΚΡΗΤΗ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,287/1955,,35.1447746,26.187821
Βασέλοι,Βαβέλοι,Νέα Πραισός,,ΚΡΗΤΗ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,287/1955,,35.1112869,26.0878591
Πεσπεράγου,,Πεδινόν,,ΝΗΣΟΙ ΑΙΓΑΙΟΥ,ΛΕΣΒΟΥ,ΛΗΜΝΟΥ,287/1955,,39.1698,26.24251
Μαχαλάς Ανθούσης,,Τρίκορφον,,ΗΠΕΙΡΟΣ,ΠΡΕΒΕΖΗΣ,ΝΙΚΟΠΟΛΕΩΣ-ΠΑΡΓΑΣ,287/1955,,39.1423,20.7061
Ρεκατσινάτα,,Άγιος Ανδρέας,,ΕΠΤΑΝΗΣΑ,ΛΕΥΚΑΔΟΣ,ΛΕΥΚΑΔΟΣ,287/1955,,39.0,22.0
Λέριζα,,Δάφνη,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΚΟΡΙΝΘΙΑΣ,ΚΟΡΙΝΘΙΑΣ,287/1955,,37.8873077,22.6294237
Μουσουλού,,Μυρσίνη,,ΝΗΣΟΙ ΑΙΓΑΙΟΥ,ΚΥΚΛΑΔΩΝ,ΤΗΝΟΥ,287/1955,,37.5829491,25.201738
Καπίστριον,,Σταυρός,,ΚΡΗΤΗ,ΛΑΣΙΘΙΟΥ,ΙΕΡΑΠΕΤΡΑΣ,287/1955,,35.0780915,25.751208
Ασυρώτοι,Ασιρότοι,Κρυονέριον,,ΚΡΗΤΗ,ΡΕΘΥΜΝΗΣ,ΜΥΛΟΠΟΤΑΜΟΥ,56/1955,,35.31504,24.48734
Θολερόν,,Θαλερόν,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΚΟΡΙΝΘΙΑΣ,ΚΟΡΙΝΘΙΑΣ,287/1955,,39.0,22.0
Νέφς Αμαρίου,Νεύς Αμάρι,Αμάριον,,ΚΡΗΤΗ,ΡΕΘΥΜΝΗΣ,ΑΜΑΡΙΟΥ,56/1955,,35.2266661,24.6508491
Μάτζανη,,Κρυονέριον,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΚΟΡΙΝΘΙΑΣ,ΚΟΡΙΝΘΙΑΣ,287/1955,,39.0,22.0
Νέφς Αγίου Βασιλείου,,Άγιος Βασίλειος,,ΚΡΗΤΗ,ΡΕΘΥΜΝΗΣ,ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,56/1955,,35.2443743,24.452203
Κάντσικον,,Δροσοπηγή,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΚΟΝΙΤΣΗΣ,287/1955,,40.2116677,20.9138559
Παρσάς,,Μεταξοχώριον,,ΚΡΗΤΗ,ΛΑΣΙΘΙΟΥ,ΙΕΡΑΠΕΤΡΑΣ,287/1955,,35.0692563,25.5648755
Τουρτουραίικα,,Κρυσταλλοπηγή,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΚΟΡΙΝΘΙΑΣ,ΚΟΡΙΝΘΙΑΣ,287/1955,,39.0,22.0
Μέγα Λιθάριον,,Παντεύγενη,,ΘΕΣΣΑΛΙΑ,ΤΡΙΚΑΛΩΝ,ΤΡΙΚΑΛΩΝ,125/1956,"← Μουτσιάρα, → Αθαμανία",39.0,22.0
Καμπάσιον,,Κάλαμος,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΙΑΣ,125/1956,,39.0,22.0
Μπαλίον,,Αγία Παρασκευή,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΙΑΣ,125/1956,,37.1309722,22.0097136
Βάλτουκα,,Εξοχικόν,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΙΑΣ,125/1956,,37.0960104,21.7172958
Καινούργιον Χωρίον,,Δάφνη,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΙΑΣ,125/1956,,37.0181216,21.9090897
Καραμανώλη,Καραμανόλιον,Γλυφάδα,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΙΑΣ,125/1956,,37.0031522,21.7530747
Χαλβάτσον,,Κεφαλόβρυσον,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,125/1956,,39.0,22.0
Βουρνάζιον,,Καλόβρυση,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,125/1956,,39.0,22.0
Τουρκόβρυση,,Καλαμάκιον,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΙΑΣ,125/1956,,39.0,22.0
Σγράπα,,Ελαιόφυτον,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΙΑΣ,125/1956,,39.0,22.0
Άνω Λεντεκάδα,,Αγία Τριάς,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΙΑΣ,125/1956,,36.843177049999994,22.260879478233697
Λουμπίστα,,Βουνόπυργος,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΑΧΑΪΑΣ,ΠΑΤΡΩΝ,125/1956,,39.0,22.0
Ηρωϊκόν,,Λέχοβον,,ΜΑΚΕΔΟΝΙΑ,ΦΛΩΡΙΝΗΣ,ΦΛΩΡΙΝΗΣ,125/1956,← Λέχοβον,40.8014,21.48495
Σύρτζι,,Σύρριζον,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΙΑΣ,125/1956,,39.0,22.0
Παζαράκιον,,Βρυσούλα,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,125/1956,,37.3068705,21.9386377
Λακακούκια,,Κογχύλιον,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,125/1956,,37.2098459,21.8859582
Αράχοβα,Αράχωβα,Πηγή,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,125/1956,,36.8104101,22.3185269
Τακαίικα,,Άγιος Αθανάσιος,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΙΑΣ,125/1956,,37.3460245,21.9505926
Μπουρλέσια,,Μετάπα,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΜΕΣΟΛΟΓΓΙΟΥ,125/1956,→ Άγιος Ανδρέας,38.5133383,21.5584688
Αραντούρον,,Άγιος Δημήτριος,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΙΑΣ,125/1956,,36.8109024,22.2972656
Βεριστιά,,Σταυρός,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΙΑΣ,125/1956,,37.1222596,21.736217
Κοπάνιτσα,,Καρυαί,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΙΑΣ,125/1956,,39.0,22.0
Καναλουπού,,Πλάτη,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΙΑΣ,125/1956,,37.1703176,21.6636178
Μπούζιον,,Ελαία,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΙΑΣ,125/1956,,37.37528,21.6908395
Ράχη Σκέφερη,,Πυργάκιον,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΙΑΣ,125/1956,,39.0,22.0
Κατσαμπαναίικα,,Πεύκη,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΙΑΣ,125/1956,,39.0,22.0
Γαρμπελέα,,Κυβέλεια,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΩΝ,125/1956,,36.8265037,22.3423215
Κρίτσιον,,Άγιος Νικόλαος,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΙΑΣ,125/1956,,36.8243276,22.2811442
Καημένη Γυναίκα,,Πρόδρομος,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΙΑΣ,125/1956,,37.3631097,21.7321418
Καντιρόγλιον,,Ποταμιά,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΙΑΣ,125/1956,,36.8074309,21.9034147
Ράχη Τσόρη,,Ελαιοχώριον,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΙΑΣ,125/1956,,39.0,22.0
Κάτω Λεντεκάδα,,Ροδιά,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΙΑΣ,125/1956,,37.2109926,21.7329269
Γουβολαριά,,Άγιος Πέτρος,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΙΑΣ,125/1956,,37.2970048,21.8482614
Παραλίμνη,,Άραξος,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΑΧΑΪΑΣ,ΠΑΤΡΩΝ,125/1956,← Γκέρμπεσι,38.1652451,21.4086813
Τρουκάκιον,,Πανόραμα,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΙΑΣ,125/1956,,37.3806084,21.742782
Μικρόν Γκουσγκουνάριον,,Μικρόν Ευύδριον,,ΘΕΣΣΑΛΙΑ,ΛΑΡΙΣΗΣ,ΦΑΡΣΑΛΩΝ,125/1956,,39.0,22.0
